Designator,Mid X,Mid Y,Rotation,Layer
D1,143.73,-74.25,0.0,top
D2,157.73,-88.5,0.0,top
D3,156.52,-76.25,0.0,top
J1,151.5,-61.0,180.0,top
J2,122.25,-60.75,180.0,top
J4,151.002225,-81.173,180.0,top
R1,142.75,-85.5,90.0,top
R2,146.75,-85.5,90.0,top
R3,150.5,-85.5,90.0,top
SW1,114.5,-89.75,0.0,top
SW2,114.5,-81.0,0.0,top
SW3,114.5,-71.75,0.0,top
